Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2011","2011","tonnes","1235000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2012","2012","tonnes","2221000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2013","2013","tonnes","2483000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2014","2014","tonnes","2585340","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2015","2015","tonnes","2602000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2016","2016","tonnes","2590000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2017","2017","tonnes","2922000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2018","2018","tonnes","2920000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","560","Grapes","2019","2019","tonnes","3041000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2010","2010","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2011","2011","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2012","2012","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2013","2013","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2014","2014","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2015","2015","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2016","2016","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2017","2017","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","777","Hemp tow waste","2019","2019","ha","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2010","2010","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2011","2011","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2012","2012","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2013","2013","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2014","2014","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2015","2015","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2016","2016","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2017","2017","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5510","Production","777","Hemp tow waste","2019","2019","tonnes","","M","Data not available"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2010","2010","ha","767630","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2011","2011","ha","800000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2012","2012","ha","800000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2013","2013","ha","800000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2014","2014","ha","741000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2015","2015","ha","773000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2016","2016","ha","733714","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2017","2017","ha","706070","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2018","2018","ha","685750","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","780","Jute","2019","2019","ha","665300","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2010","2010","hg/ha","23437","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2011","2011","hg/ha","24505","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2012","2012","hg/ha","23900","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2013","2013","hg/ha","24300","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2014","2014","hg/ha","26559","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2015","2015","hg/ha","23146","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2016","2016","hg/ha","25221","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2017","2017","hg/ha","26595","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2018","2018","hg/ha","25175","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","780","Jute","2019","2019","hg/ha","25695","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2010","2010","tonnes","1799100","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2011","2011","tonnes","1960380","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2012","2012","tonnes","1912000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2013","2013","tonnes","1944000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2014","2014","tonnes","1968000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2015","2015","tonnes","1789200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2016","2016","tonnes","1850510","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2017","2017","tonnes","1877760","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2018","2018","tonnes","1726380","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","780","Jute","2019","2019","tonnes","1709460","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2010","2010","ha","295600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2011","2011","ha","219000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2012","2012","ha","234000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2013","2013","ha","255200","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2014","2014","ha","286410","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2015","2015","ha","268000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2016","2016","ha","245000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2017","2017","ha","248000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2018","2018","ha","286000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","497","Lemons and limes","2019","2019","ha","305000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2010","2010","hg/ha","88945","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2011","2011","hg/ha","96256","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2012","2012","hg/ha","97098","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2013","2013","hg/ha","98883","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2014","2014","hg/ha","98985","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2015","2015","hg/ha","110075","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2016","2016","hg/ha","99510","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2017","2017","hg/ha","95323","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2018","2018","hg/ha","110070","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","497","Lemons and limes","2019","2019","hg/ha","114164","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2010","2010","tonnes","2629200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2011","2011","tonnes","2108000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2012","2012","tonnes","2272100","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2013","2013","tonnes","2523500","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2014","2014","tonnes","2835020","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2015","2015","tonnes","2950000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2016","2016","tonnes","2438000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2017","2017","tonnes","2364000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2018","2018","tonnes","3148000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","497","Lemons and limes","2019","2019","tonnes","3482000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2010","2010","ha","1479400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2011","2011","ha","1597400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2012","2012","ha","1562000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2013","2013","ha","1423000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2014","2014","ha","1341000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2015","2015","ha","1469000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2016","2016","ha","1276000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2017","2017","ha","1461140","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2018","2018","ha","1549210","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","201","Lentils","2019","2019","ha","1362720","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2010","2010","hg/ha","6973","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2011","2011","hg/ha","5908","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2012","2012","hg/ha","6778","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2013","2013","hg/ha","7969","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2014","2014","hg/ha","7584","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2015","2015","hg/ha","7046","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2016","2016","hg/ha","7649","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2017","2017","hg/ha","8376","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2018","2018","hg/ha","10469","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","201","Lentils","2019","2019","hg/ha","9010","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2010","2010","tonnes","1031600","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2011","2011","tonnes","943800","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2012","2012","tonnes","1058700","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2013","2013","tonnes","1134000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2014","2014","tonnes","1017000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2015","2015","tonnes","1035000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2016","2016","tonnes","976000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2017","2017","tonnes","1223850","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2018","2018","tonnes","1621810","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","201","Lentils","2019","2019","tonnes","1227820","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2010","2010","ha","160078","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2011","2011","ha","164054","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2012","2012","ha","170000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2013","2013","ha","170000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2014","2014","ha","172439","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2015","2015","ha","181630","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2016","2016","ha","186225","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2017","2017","ha","190734","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","195251","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","372","Lettuce and chicory","2019","2019","ha","199778","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2010","2010","hg/ha","63925","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2011","2011","hg/ha","63853","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2012","2012","hg/ha","63235","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2013","2013","hg/ha","63529","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2014","2014","hg/ha","63508","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2015","2015","hg/ha","63452","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2016","2016","hg/ha","63395","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2017","2017","hg/ha","63332","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2018","2018","hg/ha","63269","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","372","Lettuce and chicory","2019","2019","hg/ha","63205","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2010","2010","tonnes","1023293","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2011","2011","tonnes","1047526","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2012","2012","tonnes","1075000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2013","2013","tonnes","1080000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2014","2014","tonnes","1095120","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2015","2015","tonnes","1152479","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","1180575","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2017","2017","tonnes","1207951","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","1235326","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","372","Lettuce and chicory","2019","2019","tonnes","1262702","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2010","2010","ha","342000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2011","2011","ha","359000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2012","2012","ha","323000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2013","2013","ha","296000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2014","2014","ha","293070","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2015","2015","ha","285000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2016","2016","ha","298000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2017","2017","ha","325220","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2018","2018","ha","326180","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","333","Linseed","2019","2019","ha","172710","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2010","2010","hg/ha","4494","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2011","2011","hg/ha","4095","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2012","2012","hg/ha","4706","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2013","2013","hg/ha","4966","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2014","2014","hg/ha","4836","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2015","2015","hg/ha","5439","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2016","2016","hg/ha","4195","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2017","2017","hg/ha","5665","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2018","2018","hg/ha","5327","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","333","Linseed","2019","2019","hg/ha","5736","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2010","2010","tonnes","153700","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2011","2011","tonnes","147000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2012","2012","tonnes","152000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2013","2013","tonnes","147000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2014","2014","tonnes","141730","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2015","2015","tonnes","155000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2016","2016","tonnes","125000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2017","2017","tonnes","184250","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2018","2018","tonnes","173760","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","333","Linseed","2019","2019","tonnes","99070","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2010","2010","ha","8553200","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2011","2011","ha","8780000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2012","2012","ha","8710000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2013","2013","ha","9430000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2014","2014","ha","9258000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2015","2015","ha","8690000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2016","2016","ha","9900000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2017","2017","ha","9633200","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2018","2018","ha","9380070","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","56","Maize","2019","2019","ha","9027130","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2010","2010","hg/ha","25401","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2011","2011","hg/ha","24784","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2012","2012","hg/ha","25557","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2013","2013","hg/ha","25726","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2014","2014","hg/ha","26107","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2015","2015","hg/ha","25972","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2016","2016","hg/ha","26162","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2017","2017","hg/ha","26886","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2018","2018","hg/ha","30653","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","56","Maize","2019","2019","hg/ha","30702","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2010","2010","tonnes","21725800","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2011","2011","tonnes","21760000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2012","2012","tonnes","22260000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2013","2013","tonnes","24259510","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2014","2014","tonnes","24170000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2015","2015","tonnes","22570000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2016","2016","tonnes","25900000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2017","2017","tonnes","25899870","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2018","2018","tonnes","28752880","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","56","Maize","2019","2019","tonnes","27715100","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2010","2010","ha","2312300","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2011","2011","ha","2297000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2012","2012","ha","2378000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2013","2013","ha","2500000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2014","2014","ha","2515970","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2015","2015","ha","2163000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2016","2016","ha","2209000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2017","2017","ha","2472000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","2527000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","571","Mangoes, mangosteens, guavas","2019","2019","ha","2572000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2010","2010","hg/ha","64986","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2011","2011","hg/ha","66121","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2012","2012","hg/ha","68108","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2013","2013","hg/ha","72008","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2014","2014","hg/ha","73257","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2015","2015","hg/ha","85654","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2016","2016","hg/ha","84396","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2017","2017","hg/ha","94385","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2018","2018","hg/ha","98797","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","571","Mangoes, mangosteens, guavas","2019","2019","hg/ha","99654","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2010","2010","tonnes","15026700","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2011","2011","tonnes","15188000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2012","2012","tonnes","16196000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2013","2013","tonnes","18002000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2014","2014","tonnes","18431330","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2015","2015","tonnes","18527000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2016","2016","tonnes","18643000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2017","2017","tonnes","23332000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","24966000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","571","Mangoes, mangosteens, guavas","2019","2019","tonnes","25631000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","1242","Margarine, short","2010","2010","tonnes","1539000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","1242","Margarine, short","2011","2011","tonnes","1364000","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5510","Production","1242","Margarine, short","2012","2012","tonnes","1332000","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5510","Production","1242","Margarine, short","2013","2013","tonnes","1318000","*","Unofficial figure"
